LAT	LON	A2023	A2022	A2021	A2020	A2019	A2018	A2017	A2016	A2015	A2014	A2013	A2012	A2011	A2010	A2009	A2008	A2007	A2006	A2005	A2004	A2003	A2002	A2001	A2000
15.25	-16.25	79.04	59.59	79.83	232.43	48.94	43	44.83	66.47	31.89	64.13	28.56	31.67	42.69	47.17	27.15	18.38	36.13	26.07	65.69	16.31	20.07	20.66	15.67	16.46
15.25	-15.75	65.12	46.53	174.04	120.26	54.66	40.32	53.84	34.03	26.71	124.49	20.63	46.97	40.32	42.81	22.83	21.23	33.12	22.22	69.13	14.96	18.11	17.31	15.78	15.58
15.25	-15.25	53.53	48.69	281.78	86.86	61.88	42.63	55.51	34.43	32.47	124.84	15.31	51.13	32.52	33.77	20.73	20.96	30.39	17.11	60.12	13.49	20.52	13.63	17.9	18.46
15.25	-14.75	54.46	60.16	286.04	118.35	91.7	37.45	50.26	41.62	47.77	100.82	17.73	47.36	31.52	29.64	22.1	19.29	28.66	16.5	47.29	14.18	27.97	11.27	22.12	20.68
15.25	-14.25	70.54	75.94	179.71	139.94	109.06	38	37.56	46.97	57.63	82.76	17.29	40.56	31.93	36.91	26.41	20.06	32.7	16.39	37.57	15.97	32.49	11.43	26.9	21.68
15.25	-13.75	74.16	110.71	77.4	146.13	96.87	61.49	30.84	48.82	56.5	95.6	18.62	34.85	31.32	37.85	28.58	19.66	34.68	14.54	36.23	15.12	30.17	11.83	29.05	24.64
15.25	-13.25	55.02	164.97	113.1	103.55	52.15	74.57	39.46	43.12	44.92	106.1	18.09	24.98	29.2	33.02	25.55	18.86	30.91	14.67	34.55	14.54	26.31	12.19	27.67	31.78
15.25	-12.75	85.09	326.43	121.54	116.98	35.77	75.48	73.95	40.14	64.37	97.34	21.88	20.51	27.85	26.05	24.8	19.98	25.18	15.59	31.08	12.76	28.94	12.22	26.35	34.49
15.25	-12.25	78.04	336.03	174.03	128.45	55.74	111.29	97.53	42.68	59.32	64.08	27.03	24.98	27.58	28.41	25.19	22.12	18.92	19.44	27.33	12.1	29.13	11.47	25.38	30.88
15.25	-11.75	60.05	182.01	237.99	105.75	59.86	118.33	96.06	49.26	30.78	31.26	30.64	30.97	27.61	31.47	26.7	26.03	21.86	24.64	24.69	11.88	26.57	13.32	24.17	23.98
15.25	-11.25	72.78	71.73	304.81	101.73	102.67	90.17	73.13	49.36	29.35	61.04	28.29	32.15	26.05	31.28	27.5	28.25	23.7	25.19	20.38	13.17	25.32	13.4	21.23	31.24
15.25	-10.75	71.07	75.04	307.25	127.41	134.63	80.96	56.66	57.34	38.82	63.63	26.27	30.08	23.48	26.34	25.59	30.2	24.9	26.1	22.33	14.73	21.06	15.16	20.93	37.27
15.25	-10.25	77.13	85.42	248.08	277.59	123.66	90.16	44.04	66.39	59.6	46.95	22.96	26.01	21.04	30.42	24.24	29.83	27.28	24.64	22.48	15.15	19.56	13.52	21.11	36.87
15.25	-9.75	155.97	79.9	160.22	291.9	86.66	79.61	49.64	67.75	73.65	39.58	17.64	22.71	23.2	42.99	22.51	26.08	33.15	20.35	18.3	13.13	21.32	12.74	20.23	31.62
15.25	-9.25	427.7	79.47	112.27	171.84	88.43	83.72	58.25	61.25	66.23	49.91	18.71	22.12	28.64	52.08	23.7	29.05	37.83	15.04	17.73	13.4	21.72	10.9	20.79	24.18
15.25	-8.75	837.42	72.1	82.81	115.11	108.79	82.85	41.54	49.25	45.28	60	21.42	21.77	30.3	50.14	24.76	32.44	38.38	14.16	15.43	17.41	19.86	9.67	22.79	22.2
15.25	-8.25	446.38	74.27	75.61	84.29	107.97	106.02	46.6	39.4	54.93	64.07	22.56	22.27	29	40.65	23.87	44.44	37.79	12.03	13.15	18.96	18.81	10.18	23.84	22.34
15.25	-7.75	183.06	76.78	63.15	67.94	120.8	111.4	107.76	39.42	51.34	56.03	20.55	25.06	26.48	35.21	22	44.07	34.23	24.25	17.98	26.15	20.47	8.7	17.42	23.07
15.25	-7.25	33.13	56.49	41.25	62.67	98.3	81.4	116.01	36.7	39.78	44.67	19.38	26.53	24.18	28.66	24.28	38.02	32.57	31.02	23.05	29.91	26.53	8.73	14.5	23.05
15.25	-6.75	44.44	58.71	43.84	100.19	70.81	82.9	65.8	45.57	36.9	35.31	19.48	30.78	24.74	27.58	31.59	30.83	34.2	26.69	25.45	27.06	32.97	11.11	15.04	22.41
15.25	-6.25	23.08	67.27	64.9	108.63	75.84	92.15	39.39	49.5	32.19	29.79	17.39	33.55	22.21	30.16	34.3	24.97	37.01	24.25	24.19	20.3	37.34	11.02	19.5	22.81
15.25	-5.75	9.75	55.58	62.93	64.07	108.75	90.48	48.42	60.85	31.76	25.53	16.93	29.17	21.13	28.96	33.19	22.44	35.62	25.8	21.82	21.4	40.35	12.15	19.89	24.23
15.25	-5.25	19.01	37.9	57.11	39.13	132.43	85.55	89.21	54.7	38.81	21.12	14.38	22.62	16.77	24.36	25.77	21.37	32.39	26.26	21.62	32.66	51.92	13.72	14.5	20.74
15.25	-4.75	33.06	40.36	60.73	46.16	120.66	96.6	108.93	62.39	40.1	17.52	12.39	24.13	16.36	19.38	19.43	23.77	29.09	34.28	21.01	46.48	56.39	20.21	14.12	27.21
15.25	-4.25	47.22	38.54	49.53	52.38	77.53	75.4	91.79	66.92	30.09	18.12	12.98	23.73	21.82	16.07	19.51	26.03	26.01	37.41	19.6	59.43	50.6	33.35	17.51	28.6
15.25	-3.75	57.16	36.55	36.89	79.7	63.89	38.8	51.94	66.95	37	16.4	12.89	21.13	25.41	15.48	18.42	27.23	24.27	34.43	22.72	66.32	32.94	46.15	18.7	21.24
15.25	-3.25	103.26	46.84	71.59	107.21	104.88	50.59	104.35	135.66	100.37	16.76	13.92	19.72	24.54	17.16	18.79	27.62	24.24	28.63	26.49	50.9	24.37	48.94	20.38	19.16
15.25	-2.75	95.49	45.52	55.5	120.54	95.4	44.17	85.69	111.07	87.86	15.69	24.9	23.21	18.48	18.78	15.49	23.92	24.54	25.03	24.28	41.04	22.82	33.75	26.04	16.31
15.25	-2.25	88.83	43.94	46.43	109.1	86.24	41.48	72.45	114	73.44	17.52	32.61	24.96	17.31	18.09	11.76	19.82	31.94	26.36	26.55	21.18	28.39	29.16	29.35	17.91
15.25	-1.75	89.88	45.36	47.51	76.55	86.76	46.56	82.32	149.94	112.09	22.64	34.03	24.64	17.72	18.19	12.6	17.59	33.45	30.07	24.85	18.38	33.68	30.59	29.52	19.19
15.25	-1.25	56.89	34.53	50.99	69.16	102	50.67	64.27	109.15	116.75	20.85	33.18	24.31	17.34	17.74	11.69	18.08	33.09	28.28	26.38	17.97	30.66	31.6	29.07	18.05
15.25	-0.75	46.68	25.9	75.82	71.7	107.38	48.18	51.84	58.3	110.79	31.24	29.12	28.69	15.15	17.93	13.56	14.23	29.16	29.48	28.19	22.84	32.29	31.08	24.52	15.21
15.25	-0.25	43.62	31.47	103.09	76.49	115.35	69.67	46.77	62.94	117.08	33.29	22.63	28.06	11.89	24.03	12.38	13.33	24.3	23.96	27.37	23.86	25.05	31.43	16.31	16.56
15.25	0.25	28.97	34.76	100.41	76.84	116.47	68.36	68.03	47.92	126.6	28.99	16.41	23.37	12.3	31.82	11	15.57	20.78	19.99	25.48	22.57	18.82	32.58	14.67	19.98
15.25	0.75	33.12	36.74	65.43	71.92	98.88	88.26	80.71	43.97	125.02	22.93	16.58	18.26	13.29	37.59	10.41	16.77	21.59	23.36	30.32	20.74	13.29	33.25	17.66	19.79
15.25	1.25	47.13	56.55	46.23	57.86	61.65	99.16	49.48	62.34	92.78	22.36	16.38	17.34	13.33	35.06	10.5	17.82	18.36	23.28	28.55	20.36	13.3	30.93	17.72	16.83
15.25	1.75	46.13	58.03	40.98	59.33	54.65	92.58	52.73	53.91	109.75	20.63	16.06	20.52	13.48	28.57	9.9	15.15	31.68	23.09	29.58	19.73	14.69	28.69	20.43	10.72
15.25	2.25	60.18	83.59	34.76	58.61	43.23	64.98	47.86	46.42	91.83	19.51	15.98	23.5	13.58	19.23	8.87	13.99	34.05	21.9	21.37	20.03	18.4	20.17	20.67	11.91
15.25	2.75	61.17	101.11	37.6	69.18	42.68	40.85	37.52	36.01	68.95	19.27	17.07	23.73	15.55	12.24	9.78	12.86	28.73	21.18	20.82	19.9	24.22	10.65	18.71	11.66
15.25	3.25	47.33	93.02	35.97	69.37	37.13	31.27	31.5	24.81	51.85	21.53	17.64	22.79	20.45	13.6	11.88	15.76	21.51	23.77	22.28	31.01	31.29	12.21	19.26	11.43
15.25	3.75	85.92	56.39	42.4	88.54	23.85	45.28	37.81	25.82	32.05	22.18	17.76	22.49	24.1	14.48	12.15	16.53	20.9	28.72	25.49	39.69	38.15	13.19	21.21	11.92
15.25	4.25	107.08	92.19	48.2	106.36	41.17	59.27	50.06	32.32	53.84	20.91	20.45	22.52	25.22	14.86	12.38	15.58	22.14	30.23	34.07	45.88	45.18	14.59	23.44	12.6
15.25	4.75	98.8	119.3	55.44	95.65	58.16	64.36	59.03	30.48	51.54	16.75	21.79	20.45	23.3	13.56	14.02	12.88	21.56	25.74	39.68	41.86	46.43	20.49	27.73	16.84
15.25	5.25	70.11	92.24	51	70.34	65	60.91	55.12	39.24	33.82	16.1	22.52	17.35	19.88	13.8	14.93	15.24	19.39	22.04	39.5	30.76	43.39	25.26	26.7	21.65
15.25	5.75	67.66	47	36.86	55.64	56.49	39.16	47.87	40.46	23.13	18.03	21.74	14.54	16.97	13.24	17.13	17.81	16.82	18.4	34.91	20.03	38.82	26.91	23.14	22.55
15.25	6.25	46.22	22.96	47.08	50.96	41.11	41.74	56.29	26.04	27.42	19.53	20.24	13.66	16.71	13.08	16.51	19.97	16.04	18.46	36.71	21.69	36.83	25.37	23.4	17.62
15.25	6.75	40.34	26.52	53.03	44.93	37.58	49.47	51.94	27.9	28.84	18.31	19.26	13.71	16.4	13.49	14.72	20.1	16.56	18.03	35.35	21.21	35.34	23.07	22.87	16.68
15.25	7.25	41.19	25.02	54.25	33.8	50.1	43.75	48.08	30.12	40.69	15.14	16.39	13.81	14.33	15.4	12.56	21.07	17.05	15.75	28.64	18.55	28.7	18.1	19.68	14.42
15.25	7.75	36.13	28.81	50.87	32.48	64.42	34.32	41.4	29.96	42.5	12.12	16.06	13.22	11.25	16.55	14.01	22.28	18.45	16.22	24.95	18.38	21.39	14.89	15.21	13.41
15.25	8.25	51.79	33.12	49.97	25.9	57.78	23.11	23.06	14.48	33.39	10.22	16.04	11.48	11.66	17.83	16.65	23.19	19.16	18.23	20.81	18.94	19.73	15.26	13.6	15.14
15.25	8.75	38.39	30.11	57.38	27.34	51.18	24.39	25.47	20.83	23.83	9.33	14.58	9.49	11.81	15.92	19.08	23.32	18.59	18.73	15.2	14.33	20.06	10.43	13.57	15.62
15.25	9.25	33.92	31.02	54.95	31.37	51.76	18.02	22.51	22.47	24.93	9.22	14.75	9.81	11.51	15.84	18.05	23.1	18.27	18.43	15.06	14.62	19.71	10.82	13.66	14.11
15.25	9.75	25.86	37.11	46.18	44.03	65.41	16.5	15.59	23.26	25.91	11.22	15.29	10.63	12.19	13.82	14.94	20	15.81	14.72	12.73	13.71	18.86	9.96	29.15	19.16
15.25	10.25	28.41	35.25	34.25	56.32	68.87	23.48	9.17	20.27	27.12	14.57	15.96	11.79	13.53	11.48	10.82	15.42	13.98	14.94	13.91	15.42	18.76	11.49	40.75	26.01
15.25	10.75	38.89	29.08	37.63	61.96	54.65	20.15	10.86	17.53	30.17	18.05	16.39	13.75	11.14	9.73	8.79	10.73	13.41	15	15.58	18.61	19.95	8.92	32.55	29.88
15.75	-16.75	53.4	68.34	47.04	152.05	42.64	42	28.37	23.68	31.99	12.74	25.03	17.75	27.72	49.89	20.21	16.78	27.68	25.27	41.17	16.18	14.69	22.12	10.95	15.67
15.75	-16.25	68.2	69.93	80.05	490.29	71.33	48.93	40.62	26.57	30.15	14.54	26.86	28.21	38.69	45.11	24.31	14.73	29.88	24.56	50.97	13.43	16.58	24.05	12.56	13.71
15.75	-15.75	62.67	48.33	145.57	212.71	69.88	53.45	40.6	29.72	25.29	18.62	22.58	33.92	46.34	44.4	24.97	15.55	29.65	22.23	52.97	15.04	16.89	20.96	12.59	13.72
15.75	-15.25	61.26	37.97	229.82	65	58.22	48.63	36.97	39.29	29.5	16.9	19.5	41.13	37.21	36.08	21.14	16.59	27.71	17.17	45.47	14.04	19.56	16.85	12.73	14.1
15.75	-14.75	49.87	51.61	232.9	66.53	76.43	37.16	34.54	46.43	44.52	16.79	18.98	41.69	25.5	29.13	18.83	16.52	27.53	14.37	35.4	15.84	27.1	13	14.64	17.97
15.75	-14.25	57.09	48.72	148.44	87.47	83.71	39.11	36.01	50	55.86	15.58	16.81	37.46	24.91	32.76	25.15	18.63	31.1	14.57	29.3	19.07	31.45	9.92	17.76	21.08
15.75	-13.75	75.7	60.49	103.72	99.4	68.67	65.44	40.41	49.89	58.3	13.22	15.82	31.48	25.44	33.5	25.83	19.14	32.46	15.12	27.02	19.1	28.43	11.29	19.05	22.13
15.75	-13.25	85.47	119.23	81.97	79.44	42.59	87.7	40.13	53.14	48.02	15.95	16.32	26.36	23.2	30.88	23.66	19.92	30.75	15.21	43.56	18.18	22.23	12.75	19.32	30.02
15.75	-12.75	103.09	214.96	72.82	107.57	28.29	89.17	42.8	53.5	37.5	17.68	19.1	21.06	22.45	31.79	26.99	21.66	25.2	13.74	53.27	15.13	21.65	13.41	20.55	35.1
15.75	-12.25	113.45	211.47	124.24	158.14	35.56	72.03	61.12	51.2	29.66	20.28	22.07	28.68	23.19	31.06	27.13	25.51	18.34	19.46	34.41	10.58	23.99	12.85	21.91	34.82
15.75	-11.75	73.95	107.71	189.22	141.48	45.51	67.4	68.62	58.05	26.57	24.83	23.93	36.22	23.63	31.18	29.32	33.31	19.83	24.81	22.63	8.03	24.78	10.86	22.1	30.02
15.75	-11.25	72.79	57.59	262.18	62.87	50.1	60.9	62.63	55.29	30.32	32.09	22.46	36.74	22.45	28.43	26.26	35.26	21.34	24.36	18.49	8.02	25.59	10.19	19.33	31.66
15.75	-10.75	87.66	75.56	290.25	74.89	67.44	57.52	57	50.71	33.92	39.29	23.52	34.08	20.52	24.56	23.52	36.52	24.31	22.48	18.77	9.7	23.45	10.46	16.86	36.2
15.75	-10.25	78.11	88.95	254.39	146.15	64.28	59.38	41.6	55.4	45.19	31.27	18.74	29.05	17.24	33.52	22.99	33.68	25.47	19.3	16.68	11.41	27.88	8.48	18.92	34.72
15.75	-9.75	108.36	81.58	178.96	183.28	55.12	70.27	44.34	54.88	55.16	34.14	17.02	26.21	23.74	46.21	24.64	27.65	34.7	14.98	17.89	10.59	32.41	8.75	21.98	30.1
15.75	-9.25	288.96	59.23	94.39	137.09	57.35	83.41	62.6	49.98	51.38	42.99	17.4	26.84	28.8	55.24	25.24	29.91	44.5	14.88	18.92	12.04	33.3	9.81	25.56	24.33
15.75	-8.75	533.9	42.16	56.37	89.57	69.39	83.36	57.3	43.21	60.47	53.14	19.03	28.43	29.91	54.24	25.01	29.16	50.1	14.16	15.23	15.58	27.72	10.71	29.96	21.46
15.75	-8.25	337.19	47.02	56.73	90.72	82.41	79.4	28.27	35.54	90.17	59.05	20.44	27.98	28.32	43.2	24.49	40.91	47.44	11.55	14	16.81	24.7	10.84	31.4	19.38
15.75	-7.75	127.25	51.85	56.62	68.06	85.02	75.97	37.47	26.29	76.48	51.99	18.86	22.94	26.12	30.95	18.87	42.14	39.59	18.37	13.85	24.86	21.22	9.57	23.6	21.03
15.75	-7.25	22.19	77.13	41.57	64.91	78.05	77.59	43.04	35.77	49.17	41.28	16.45	22.3	22.93	25.7	27.44	38.44	33.29	25.33	18.34	28.94	30.99	9.95	16.23	21.69
15.75	-6.75	18.25	102.08	33.38	97.24	68.4	85.21	29.41	45.23	31.63	32.45	18	29.47	19.16	23.59	36.21	33.87	31.1	26.37	21.42	25.58	39.94	8.49	15	20.94
15.75	-6.25	13.51	104.02	42.53	104.43	69.12	96.2	33.46	45.98	27.01	27.25	18.88	35.69	19.47	25.34	38.95	29.57	31.35	30.23	21.58	18.67	42.02	8.92	15.69	20.26
15.75	-5.75	10.2	77.83	47.66	70.81	80.6	95.6	39.01	42.84	26.97	23.93	17.07	36.15	18.97	25.57	35.88	31.6	27.93	32.55	20.15	16.6	36.41	11.36	20.06	20.66
15.75	-5.25	7.86	52.61	49.34	51.52	99.51	79.88	40.18	52.81	26.65	20.03	13.51	30.62	14.51	22.73	26.84	26.69	23.04	28.57	20.31	14.15	37.57	13.19	17.05	16.8
15.75	-4.75	11.51	48.78	45.18	40.75	96.03	59.01	42.64	57.37	24.36	16.61	9.95	22.39	20.13	18.5	17.87	21.42	18.79	25.68	19.9	13.1	43.12	13.75	17.03	15.04
15.75	-4.25	19.1	49.82	35.2	33.67	69.72	46.85	36.76	56.05	27.61	13.89	10.34	18.48	27.36	15.1	21.93	24.81	16.07	26.49	17.42	14.58	42.62	26.28	18.82	19.9
15.75	-3.75	29.02	47.29	24.34	59.73	52.23	40.13	38.25	52.16	22.55	11.69	11.17	15.28	28.93	16.01	24.5	27.54	18.7	21.08	21.81	14.52	35.39	42.12	18.53	22.81
15.75	-3.25	38.21	45.01	28.91	82.46	114.98	32.23	67.01	74.35	54.44	13.51	11.53	13.44	28.8	14.92	22.55	29.19	24.98	18.07	23.01	16.52	20.18	50.75	19.89	23.09
15.75	-2.75	40.35	48.8	25.4	94.78	114.5	29.38	70.23	75.98	45.87	17.12	16.47	15.65	23.42	15.44	17.79	26.66	22.91	18.58	21.97	16.91	19.24	41.05	25.07	19.69
15.75	-2.25	42.89	43.64	23.35	87.98	101.79	27.42	58.66	89.35	39.65	20.12	23.82	18.23	19.96	18.62	12.69	22.88	29.03	20.06	23.53	18.12	22.55	28.01	29.68	15.26
15.75	-1.75	48.06	37.06	28.88	68.03	87.94	33.18	48.36	113.33	38.67	21.53	28.05	19.74	17.94	20.38	13.46	20.15	33.68	21.66	21.09	19.88	30.61	33.7	32.13	13.95
15.75	-1.25	39.71	29.23	37.52	46.24	109.96	50.22	38.57	101.31	61.41	21.54	27.39	19.49	21.29	19.93	13.16	20.14	33.43	21.27	23.49	19.47	27.85	33.86	31.35	14.06
15.75	-0.75	42.79	25.08	40.61	60.86	123.61	63.66	45.49	54.92	68.7	25.77	25.65	21.7	16.45	17.68	13.65	16.53	28.95	19.44	24.07	22.72	33.65	31.76	28.75	13.68
15.75	-0.25	63.11	27.51	65.87	68.72	103.73	50.95	46.03	53.22	75.23	30.06	21.1	22.44	13.95	15.55	12.03	11.86	24.19	18.06	23.96	23.18	25.61	27.7	20.7	14.58
15.75	0.25	50.59	34.62	77.29	69.3	73.79	36.42	38.77	51.43	90.09	28.45	15.8	19.41	11.36	21.09	12.83	16.81	21.75	20.34	21.68	21.81	15.37	25.19	18.25	13.09
15.75	0.75	31.07	39.09	61.24	63.26	50.05	42.45	41.89	41.27	101.97	24.2	16.01	15.43	12.7	26.26	16.01	19.15	21.37	20.44	19.36	20.12	11.37	24.54	17.49	13.23
15.75	1.25	41.33	36.06	24.12	52.45	50.99	60.93	53.73	40.71	79.22	23.5	15.6	14.77	12.86	26.19	16.01	20	19.84	21.97	19.09	20.13	11.65	22.9	16.35	13.23
15.75	1.75	41.33	41.03	24.6	51.46	46.93	53.9	38.48	36.33	85.92	19.03	16.62	16.42	13.38	24.41	14.71	15.29	31.49	20.7	20.38	18.57	12.87	25.33	18.16	13.99
15.75	2.25	37.37	62.94	42.63	56.39	38.05	41.09	27.6	36.78	68.9	16.78	15.27	20.34	13.01	19.27	9.53	10.21	34.78	18.99	19.51	17.92	13.39	21.52	19.21	15.81
15.75	2.75	35.06	77.28	74.08	64.44	41.69	29.78	26.08	32.93	50.12	15.83	16	21.99	14.09	13.94	7.81	10.35	29.76	18.47	20.26	21.09	19.91	13.5	18.16	15.17
15.75	3.25	26.65	71.23	86.25	63.49	33.83	30.72	25.36	24.43	37.07	18.93	15.96	21.77	15.08	12.65	8.05	14.88	23.54	20.53	21.75	32.52	25.33	13.79	18.48	13.82
15.75	3.75	52.33	43.63	54.74	51.45	20.85	42.83	34.42	23.97	24.04	20.72	18	21.04	16.3	13.76	9.16	16.59	25.31	23.59	24.7	42.38	28.26	14.15	20.31	14.18
15.75	4.25	72.77	87.32	39.69	65.77	24.57	56.92	47.04	25.49	66.07	20.49	22.11	20.43	16.4	14.7	10.75	16.24	28.22	23.86	34.6	50.86	33.32	14.94	21.55	13.55
15.75	4.75	70.33	139.18	46.31	66.29	27.97	58.59	59.99	43.89	81.87	19.28	23.17	17.8	14.89	14.55	10.43	13.48	27.75	21.55	41.78	46.85	36.3	14.27	21.92	17.77
15.75	5.25	61.79	109.77	43.41	57.25	25.74	51.6	57.97	45.13	61.23	17.28	21.24	14.48	14.24	13.99	13.22	12.84	24.17	18.94	42.06	34.4	36.34	15.65	21.51	22.26
15.75	5.75	60.81	29.89	31.19	60.1	27.88	43.05	41.11	29.42	36.4	14.73	21.5	11.81	13.73	14.17	14.88	14.96	19.49	17.06	35.86	20.58	33.78	15.77	20.52	23.16
15.75	6.25	47.45	19.49	22.54	57.01	31.01	43.36	27.07	22.17	31.62	13.98	21.42	11.17	13.69	14.33	16.43	17.35	17.43	18.5	28.28	19.2	30.14	13.84	19.54	17.44
15.75	6.75	36.3	20.42	25.07	43.77	34.77	41.18	24.72	21.84	33.75	13.82	19.52	11.19	13.62	13.87	15.67	18.14	16.68	18.68	23.43	20.28	27.75	12.52	19.02	17.21
15.75	7.25	27.68	19.34	27.48	34.45	42.81	41.37	36.88	40.62	41.69	10.55	19.52	11.24	12.13	15.21	14.45	18.26	17.04	16.77	23.01	18.79	22.46	11.27	17.57	16.93
15.75	7.75	36.48	24.57	27.77	36.13	44.18	51.69	32.07	40.9	43.62	8.5	19	10.9	9.32	17.9	16.51	17.53	17.54	18.77	21.32	17.82	19.66	15.92	17.51	15.92
15.75	8.25	26.47	27.1	31.64	28.75	34.75	38.49	15.87	20.15	36.65	7.4	17.56	10.18	9.34	20.22	19.79	16.48	17.13	21.99	17.18	18.22	19.62	18.04	15.5	13.64
15.75	8.75	17.7	25.4	39.8	20.49	23.43	18.24	11.13	8.68	32.66	6.96	14.17	9.75	9.79	19.2	23.22	16.31	15.47	22.15	10.98	12.91	16.51	13.43	9.05	12.23
15.75	9.25	18.12	25.52	38.67	23.31	24.53	18.36	11.24	8.32	31.03	7.37	15.32	9.96	9.84	18.91	22.13	16.04	15.39	21.84	10.54	12.87	17.27	12.43	9.26	12.2
15.75	9.75	17.7	32.44	32.98	34.1	31.47	31.93	8.58	10	29.66	9.23	12.51	9.23	10	16.33	18.62	14.16	13.93	16.98	10.85	9.74	19.03	7.85	23.84	16.1
15.75	10.25	19.19	31.16	30.32	46.39	35.3	35.86	6.93	14.71	26.58	11.46	13.18	9.46	10.59	13.3	13.27	11.4	12.25	10.71	10.63	9.9	20.6	8.37	27.71	18.92
15.75	10.75	20.33	30.81	34.19	55.09	33.03	18.8	8.02	14.69	29.02	15.87	14.5	10.89	11.14	10.99	8.08	9.33	11.82	9.87	12.07	15.34	20.59	6.62	15.35	16.93
16.25	-16.75	34.45	123.66	47.15	150.33	43.48	58.31	29.92	21.91	30.37	10.63	13.21	17.98	17.22	44.58	19.43	13.34	20.61	18.83	20.39	8.92	12.09	23.85	9.36	16.07
16.25	-16.25	63.72	75.61	45.02	452.22	55.87	49.41	38.36	18.57	25.74	12.9	17.06	21.11	26.54	40.8	19.58	11.31	30.06	20.99	26	9.73	12.96	26.29	9.81	13.49
16.25	-15.75	79.56	43.55	76.65	198.44	49.25	65.79	38.01	25.69	22.29	16.36	20.74	27.24	39.83	39.25	22.11	12.14	34.1	21.16	25.2	12.94	14.13	23.33	9.85	13.86
16.25	-15.25	68.79	43.91	122.55	54	37.15	60.16	34.38	31.2	18.62	18.71	21.1	29.16	34.73	33.59	20.75	13.35	33.68	16.75	21.47	12.33	14.67	19.08	9.9	15.21
16.25	-14.75	48.04	46	132.18	26.91	43.75	43.26	33.38	34.25	27.65	19.81	18.24	27.7	21.63	24.67	16.66	14.58	31.47	12.1	24.95	16.86	19.92	15.16	10.8	16.39
16.25	-14.25	53.86	36.57	102.95	36.36	44.78	27.43	34.51	38.47	35.83	19.47	14.37	25.76	20.2	25.31	17.75	17.21	29	12.21	28.2	20.26	22.61	12.01	11.16	20.17
16.25	-13.75	68.77	31.03	98.27	44.61	36.71	34.4	39.83	45.05	39.62	17.38	13.71	23.5	21.13	30.63	20.28	19.17	26.84	13.54	25.38	20.27	19.7	12.97	10.66	22.92
16.25	-13.25	78.07	49.74	81.81	81.31	30.84	49.38	33.28	48.29	35	14.53	18.63	22.16	19.77	33.78	26.77	20.99	26.27	15.7	61.39	18.47	19.44	13.98	10.19	22.03
16.25	-12.75	93.35	95.24	69.09	109.22	30.23	57.21	21.97	46.87	25.11	15.98	21.51	18.82	16.79	34.26	28.77	23.23	21.34	14.18	82	14.65	19.8	12.84	10.9	26.2
16.25	-12.25	106.91	101.5	61.53	118.32	32.75	51.11	28.32	44.79	24.02	22.08	21.86	26.23	18.38	32.69	26.22	26.3	17.04	21.87	55.76	9.79	18.74	13.28	14.41	28
16.25	-11.75	72.81	44.7	81.32	110.71	37.97	52.55	32.83	43.33	27.72	27.48	21	32.52	20.01	29.89	25.81	33.41	17.36	26.78	18.99	6.86	19.32	12.13	16.8	37.24
16.25	-11.25	72.85	35.2	114.22	88.96	47.18	84.36	31.57	41.02	30.89	28.15	22.14	32.85	19.44	26.87	22.78	34.84	16.3	25.27	17.58	6.4	20.59	10.03	15.48	40.07
16.25	-10.75	84.71	53.96	130.76	81.54	40.04	105.26	29.27	38.31	37.22	26.53	19.97	31.15	18.56	24.76	20.13	36.28	20.86	21.19	15.65	7.46	27.4	7.56	14.63	33.9
16.25	-10.25	73.84	66.56	118.57	109.15	31.84	97.11	26.41	38.07	41.33	23.44	15.97	27.05	15.74	34.78	20.9	32.94	23.5	16.57	14.54	9.7	37.1	7.76	15.59	32.85
16.25	-9.75	200.39	60.65	103.76	109.94	32.63	70.62	23.99	35.23	33.99	24.92	15.95	29.44	19.69	43.36	22.38	26.64	26.05	12.23	16.41	9.73	45	7.98	18.46	28.24
16.25	-9.25	355.88	40.1	61.39	83.98	28.33	52.7	28.09	32.07	31.99	29.26	15.73	35	23.37	46.61	23.6	21.71	37.74	14.06	16.17	10.62	46.75	9.47	23.49	23.13
16.25	-8.75	399.13	38.26	44.94	52.37	45.46	53.42	31.2	35.01	67.82	34.34	16.15	38.09	23.98	42.73	24.17	24.36	49.41	13.68	13.35	13.39	38.11	9.96	31.21	21.31
16.25	-8.25	180.97	53.37	38.8	67.22	63.85	53.34	23.7	28.31	116.16	38.06	17.35	38.37	23.51	37.69	23.24	27.02	47.03	12.09	13.26	14.13	32.15	9.51	35.14	20.03
16.25	-7.75	55.42	73.88	35.85	61.04	72.89	53.36	22.16	26.27	96.35	35.2	16.12	32.04	23.2	29.18	20.98	28.84	40.78	18.69	12.08	19.97	25.83	9.55	27.75	17.28
16.25	-7.25	19	92.4	32.15	54.07	70	57.29	24.22	27.86	59.97	29.48	14	22.73	21.74	19.1	29.19	28.26	34.68	28.34	13.81	22.49	30.33	10.95	16.48	16.67
16.25	-6.75	14	99.81	26.14	82.43	59.44	64.7	24.02	36.76	35.22	23.92	14.24	21.49	18.58	18.55	35.53	27.02	30.87	29.45	16.04	19.23	38.82	9.89	15.71	17.49
16.25	-6.25	9.51	85.29	26.52	95.52	52.28	70.88	22.86	37.11	26.94	21.02	15.2	26.09	16.67	19.06	38.06	24.95	29.58	25.46	16.32	13.7	39.5	7.48	13.27	17.14
