LAT	LON	A2023	A2022	A2021	A2020	A2019	A2018	A2017	A2016	A2015	A2014	A2013	A2012	A2011	A2010	A2009	A2008	A2007	A2006	A2005	A2004	A2003	A2002	A2001	A2000
8.25	-11.75	92.2	115.88	326.61	322.74	141.63	194.78	217.9	443.97	132.74	85.17	88.2	90.38	31.7	117.19	152.94	53.88	35.04	31.45	20.16	56.15	15.16	29.84	28.58	47.21
8.25	-11.25	77.44	92.94	220.8	166.16	116.59	167.34	114.02	416.63	101.9	91.11	82.37	91.38	30	130.72	154.4	55.71	35.26	25.26	22.07	50.18	15.73	31.73	26.9	52.43
8.25	-10.75	75.66	64.42	172.29	103.26	130.26	148.46	96.02	284.8	82.31	87.12	71.93	84.68	32.17	128.09	133.74	54.81	34.49	20.59	24.57	42.97	16.63	39.48	25.74	54.81
8.25	-10.25	90.54	94.11	174.85	138.6	109.61	145.49	78.41	157.05	84.8	82.65	57.81	74.15	32.22	130.64	116.77	55.63	33.45	19.75	27.68	39.53	18.19	38.9	26.05	59.81
8.25	-9.75	99.24	147.05	136.67	194.51	75.18	119.42	112.42	111.29	106.01	75.87	53.43	61.86	32.8	112.77	94.34	62.61	31.94	18.41	29.35	37.04	19.1	32.81	34.38	65.62
8.25	-9.25	88.15	161.44	94.7	212.12	76.68	95.02	107.9	111.51	103.03	65.45	57.81	53.05	36.89	83.37	74.53	68.13	29.98	18.5	28.01	35.43	18.57	33.96	38.6	68.29
8.25	-8.75	71.89	144.87	66.43	181.18	63.85	84.52	95.49	87.07	72.87	52.03	64.33	56.09	36	58.99	65.73	70.97	27.8	18.42	22.58	33.88	16.24	35.46	37.67	61.72
8.25	-8.25	56.76	112.77	81.02	135.88	55.42	104.18	96.6	105.49	60.09	45.21	57.56	56.42	37.69	50.22	61.11	72.2	24.9	14.43	16.24	29.23	13.03	26.92	32.79	41.78
8.25	-7.75	51	130.17	66.02	93.23	64.86	107.42	130.69	75.63	39.58	36.23	40.87	45.09	34.15	53.49	41.9	59.42	32.3	12.95	14.97	24.48	17.6	21.87	24.37	32.76
8.25	-7.25	49.97	148.37	53.39	64.84	82.61	106.68	141.08	65.72	39.95	28.59	26.83	32.33	33.18	51.41	28.51	43.86	39.9	14.12	20.46	21.89	26.87	29.92	22.86	26.83
8.25	-6.75	64.23	107.64	53.39	51.59	69.68	69.76	119.44	63.57	41.76	28.12	20.56	24	25.78	46.05	18.26	32.02	42.55	14.68	23.21	30.9	32.29	32.48	25.82	26.59
8.25	-6.25	86.97	62.28	54.96	54.77	65.08	39.56	110.75	57.59	41.28	29.52	24.34	21.54	18.8	41.52	17.83	29.58	40.08	18.89	31.1	38.85	31.59	29.18	27.23	30.8
8.25	-5.75	89.99	63.8	45.82	66.77	64.41	47.51	89.44	67.36	46.74	28.95	23.59	22.16	19.88	39	20.13	32.23	30.36	18.4	34.65	34.72	29.15	23.12	26.75	34.88
8.25	-5.25	77.15	59.9	40.78	83.71	59.03	62.33	61.8	60.65	55.58	28.88	21.77	24.2	20.57	36.87	24.24	33.88	23.68	19.58	35.32	29.58	30.44	25.54	26.08	35.31
8.25	-4.75	90.8	48.78	43.1	75.72	53.79	60.45	52.31	69.29	46.73	28.4	20.02	25.28	20.7	34.08	27.05	29.31	22.31	20.52	34.36	27.15	31.42	27.2	26.14	31.07
8.25	-4.25	103.3	64.78	47.51	47.4	57.56	37.71	45.89	53.56	29.65	26.98	19.02	25.45	20.43	34.37	29.26	27.42	25.57	21.49	34.04	33.3	33.85	24.77	27.38	25.88
8.25	-3.75	126.41	91.45	40.5	39.02	82.96	42.35	76.74	37.58	31.2	27.91	23.18	25.3	21.36	33.2	30.52	21.7	28.31	22.12	37.69	35.66	37.04	21.78	29.84	25.97
8.25	-3.25	169.29	296.21	41.79	131.37	96.66	59.8	34.21	39.04	38.68	23.71	21.7	26.87	20.35	28.52	31.47	17.54	23.19	21.61	41.67	36.2	36.01	19.41	26.85	22.76
8.25	-2.75	179.18	195.81	48.94	114.25	96.3	58.45	54.7	42.87	36.93	19.93	17.01	26.84	33.24	25.93	29.04	37.21	20.9	20.77	36.38	37.06	33.47	16.62	21.01	19.9
8.25	-2.25	163.13	231.86	43.25	97.59	82.09	67.85	50.87	38.83	35.13	21.2	15.81	27.16	45.33	24.44	30.51	50.73	25.54	23.73	29.99	36.24	33.14	17.94	17.08	20.46
8.25	-1.75	122.21	429.68	43.8	95.06	62.92	92.37	31.15	30.59	34.26	23.13	15.29	27.74	47.35	24.41	31.15	50.19	26.44	26.48	27.83	34.8	34.66	18.56	19.05	21.55
8.25	-1.25	65.39	314.47	50.29	34.74	64.36	111.2	46.37	40.4	29.14	22.66	16	26.4	47.28	24.43	30.06	52.76	25.7	25.88	27.81	36.08	33.65	18.08	18.75	20.81
8.25	-0.75	61.58	123.25	47.85	41.05	50.62	81.91	46.35	36.53	36.86	29.69	15.46	29.59	44.37	25.86	23.81	40.68	26.06	41.96	29.7	35.43	34.85	18.07	20.2	21.98
8.25	-0.25	65.51	121.03	49.45	60.68	51.03	68.09	49.97	36.39	38.4	33.83	15.36	33.93	38.88	28.49	24.14	28.3	34.62	40.03	26.74	29.73	32.97	18.61	19.68	18.98
8.25	0.25	60.94	123.14	63	65.54	60.94	69.86	48.14	35.09	33.06	31.17	16.32	32.95	30.62	33.71	35.98	27.51	40.14	28.53	21.16	23.17	36.33	22.27	21.48	26.86
8.25	0.75	56.48	95.43	68.27	64.04	69.36	58.69	52.86	33.32	29.63	29.51	18.66	29.14	23.23	37.95	47.5	32.76	41.45	28.2	21.93	25.65	37.37	26	22.53	35.14
8.25	1.25	59.99	253.56	60.72	116.26	67.65	60.87	72.37	35.82	45.33	28.73	19.34	33.27	24.25	39.1	43.4	33.78	45.88	27.71	22.68	26.28	37	26.02	22.88	34.84
8.25	1.75	59.95	159.75	59.38	70.2	68.59	61.48	68.66	33.29	40.36	31.95	17.88	30	22.36	38.34	57.79	32.1	35.34	22.77	25.33	24.77	36.05	24.53	25.8	37.73
8.25	2.25	49.25	182.72	45.5	86.09	76.85	51.54	69.19	36.33	35.9	33.28	19	30.21	26.43	38.64	50.78	31.14	39.08	32.03	31.97	27.3	34.7	20.16	22.14	31.26
8.25	2.75	48.89	149.47	61.81	74.09	111.62	53.58	58.93	31.89	34.74	31.01	20.5	29.42	29.16	38.42	33.97	39.28	41.66	48.59	36.19	34.86	27.57	24.61	24.64	27.75
8.25	3.25	62.39	85.69	69.74	56.35	116.44	41.4	38.23	32.16	37.9	26.32	19.95	30.82	30.12	41.1	30.14	49.01	42.93	85.18	38.37	39.42	29.62	25.9	29.03	42.45
8.25	3.75	52.78	55.79	57.65	41.05	83.96	44.17	36	33.2	40.09	25.1	19.73	34.88	30.44	41.48	32.95	53.83	43	108.29	39.39	39.46	29.42	26	29.89	49.43
8.25	4.25	51.86	54.61	57.02	38.39	88.42	76.27	41.14	35.2	33.91	23.93	18.54	35.26	30.28	38.64	35.15	53.05	38.78	91.48	35.76	32.62	25.61	25.58	28.62	50.99
8.25	4.75	57.1	56.73	78.8	40.33	135.12	71.07	48.05	35.27	30.66	20.92	20.72	28.36	27.56	34.11	34.92	43.98	33.61	57.94	30.28	23.5	32.92	24.83	27.76	48.2
8.25	5.25	57.46	60.02	103.88	44.18	154.57	73.93	49.14	40.7	34.48	19.46	24.38	25.36	21.63	29.04	31.47	58.27	31.3	29.03	26.62	24.55	51.01	25.92	28.34	47.55
8.25	5.75	43.69	57.63	100.74	49.67	132.43	70.52	47.25	39.04	35.06	20.05	25.33	24.44	23.58	24.31	34.03	70.73	43.39	34.15	32.43	24.22	68.54	27.45	31.91	57.26
8.25	6.25	44.18	51.76	96.27	56.65	61.86	51.94	49.56	29.26	43.44	22.89	22.37	22.95	23	24.62	37.26	60.6	54.57	40.69	29.48	23.41	72.73	26.22	29.58	52.26
8.25	6.75	52.15	36.56	138.29	65.3	36.48	48.14	68.24	31.16	58.73	23.15	20.19	21.24	23.48	24.67	36.83	54.02	61.54	42.7	26.86	23	70.62	26.5	27.81	50.07
8.25	7.25	41.62	81.97	138.54	54.99	33.26	67.3	51.81	29.63	63.19	28.58	16.93	21.2	25.24	26.56	31.99	42.53	68.24	45.22	29.17	23.76	57.68	27.53	26.96	51.62
8.25	7.75	30.65	106.74	92.63	36.57	32.51	81.79	55.15	23.49	46.19	46.65	14.27	21.22	27.17	25.66	24.39	30.71	72.04	45.91	31.41	24.02	38.63	28.33	27.37	52.7
8.25	8.25	40.96	119.91	64.22	31.68	39.1	80.71	47.14	33.25	24.29	60.65	15.34	23.45	27.11	27.56	21.09	30.04	70.74	44.4	31.6	23	25.98	28.42	30.22	51.98
8.25	8.75	45.66	132.21	78.76	38.47	51.39	58.08	42.06	41.92	22.11	61.71	15.45	24.67	26.8	31.68	19.2	28.91	62.62	42.3	29.63	20.74	22.71	27.3	29.85	52.65
8.25	9.25	43.72	139.25	75.22	44.76	49.54	47.94	50.46	43.83	24.07	53.22	15.59	25.59	25.6	34.43	17.38	27.91	53.67	40.3	27.82	18.94	22.5	27.64	30.79	54.7
8.25	9.75	32.97	102.8	60.39	63.55	37.09	42.61	57.11	35.84	25.34	41.91	16.85	25.07	23.46	33.37	17.87	25.47	43.5	41.18	30.05	18.84	22.63	29.4	32.87	57.69
8.25	10.25	23.93	101.81	45.63	73.33	36.43	40.53	51.64	38.82	20.71	33.15	18.76	23.98	23.57	30.75	27.19	23.04	36.27	40.2	42.44	23.04	22.64	39.57	36.82	58.73
8.25	10.75	28.08	117.64	52.36	60.32	49.97	52.24	48.02	48.82	25.01	29.41	23.47	32.36	22.9	26.96	34.41	28.99	32.03	34.63	46.68	25.53	26.11	44.32	39.47	56.61
8.75	-16.75	61.02	49.46	130.21	97.48	121.44	62.66	177.05	51.12	50.66	62.74	68.62	44.77	38.04	61.79	53.12	53.24	46.06	48.13	60.1	40.4	40.21	57.52	52.34	60.34
8.75	-16.25	71.56	75.22	150.64	72.82	95.21	60.95	100.79	63.5	58.6	66.55	78.52	44.99	41.5	62.44	51.22	54.17	55.42	44.44	57.18	38.86	43.96	52.17	46.58	51.74
8.75	-15.75	97.55	92.47	94.64	82.73	85.03	69.91	111.71	71.81	59.25	70.14	88.35	55.88	48.59	59.81	59.43	56.08	62.54	46.25	55.99	42.38	44.56	55.91	43.7	45.19
8.75	-15.25	148.88	99.57	186.42	92.06	186.57	91.97	126.61	106.45	95.82	72.63	102.82	107.68	61.64	73.39	109.71	55.69	67.23	36.12	65.67	47.21	39.88	62.44	68.65	45.07
8.75	-14.75	154.81	104.48	242.06	96.69	274.77	112.35	207.92	164.16	142.49	73.42	130.09	177.11	72.66	100.75	168.74	57.43	69.86	56.05	80.4	63.7	37.03	70.33	104.21	57.53
8.75	-14.25	192.87	83.15	221.11	108.45	298.09	119.25	246.5	208.93	173.29	86.44	173.4	229.76	74.5	124.64	201.28	71.02	69.49	76.02	95.21	72.5	46.1	74.58	126.06	71.43
8.75	-13.75	283.41	90.65	234.89	213.28	215.69	154.47	254.64	207.32	151.8	79.01	181.14	220.13	60.85	111.67	169.63	76.67	63.84	83.68	100.8	89.55	55.37	67.06	113.4	74.16
8.75	-13.25	336.97	114.26	388.89	410.95	266.93	200.71	249.87	176.09	184.77	67.26	165.2	160.23	44.63	134.1	124.7	67.19	59.16	75.42	90.76	85.38	53.05	57.81	86.87	68.28
8.75	-12.75	261.1	94.43	468.58	488.57	239.39	219.96	318.62	173.94	188.73	74.29	142.92	124.93	34.05	179.28	127.19	65.91	54.25	57.58	69.71	69.65	42.61	46.43	61.62	52.95
8.75	-12.25	157.34	131.53	420.19	423.56	189.08	181.67	323.83	196.56	190.48	91.31	107.62	94.69	28.79	203.67	146.71	58.38	44.73	34.74	43.34	68.07	27.54	32.3	38.84	41.06
8.75	-11.75	141.49	149.38	276.26	267.75	142.98	205.29	183.29	224.97	224.49	104.66	75.86	78.71	29.17	196.69	164.75	47.99	35.69	30.22	21.02	59.7	16.12	27.5	27.95	48.11
8.75	-11.25	133.54	124.2	178.62	147.38	131.06	188.03	74.53	242.98	190.03	107.92	74.34	74.38	25.46	179.3	162.97	50.22	35.83	25.37	19.46	54.25	16.33	27.02	29.74	50.6
8.75	-10.75	120.45	71.76	198.65	104.4	123.01	137.01	81.09	180.99	102.83	95.85	70.29	61.21	24.33	140.72	136.71	50.12	33.38	20	20.92	43.18	15.41	23.63	27.74	53.15
8.75	-10.25	135.96	141.31	146.41	127.37	104.17	91.29	84.71	105.15	84.76	85.96	52.61	54.3	27.14	127.95	109.78	47.21	30.96	17.38	22.99	36.98	14.92	24.44	21.99	57.21
8.75	-9.75	143.96	220.87	98.1	191.22	77.71	78.81	74.28	79.06	79.48	76.91	53	47.65	34.26	98.04	86.76	52.94	28.41	18.72	24.11	32.51	14.12	22.95	28.16	63.9
8.75	-9.25	124.6	240.9	71.65	223.13	82.48	63.91	73.44	73.29	71.32	66.1	62.85	40.65	39.72	63.42	68.85	57.81	25.59	20.88	22.94	28.01	12.61	21.6	31.85	70.94
8.75	-8.75	74.33	215.17	77.89	207.57	85.5	66.02	66.99	62.33	47.78	49.62	73.85	44.78	35.71	43.51	61.59	60.1	22.43	18.89	18.37	26.18	12.34	21.38	29.32	72.62
8.75	-8.25	70.55	132.09	120.28	160.97	73.71	55.76	72.1	47.72	27.85	37.53	64.88	51.59	28.43	52.34	59.47	61.51	21.52	17.69	14.51	22.93	11.43	19.1	25.93	57.94
8.75	-7.75	62.3	110.71	113.86	105.94	62.2	77.86	121.02	38.75	22.84	28.23	46.85	45.92	26.03	52.36	42.4	52.29	23.66	16.03	16.42	21.31	19.16	22.39	20.37	35.48
8.75	-7.25	43.39	135.64	73.31	63.63	62.84	72.98	121.96	36.38	21.62	21.11	31.15	35.44	30.54	45.45	27.39	40.02	28.27	14.95	22.53	18.91	26.65	33.12	20.12	34.77
8.75	-6.75	56.47	106.56	49.36	46.21	49.69	64.96	73.9	35.6	28.13	19.49	23.47	26.66	27.27	35.79	17.18	29.93	29.49	15.75	26.09	19.76	29.96	35.44	23.99	34.4
8.75	-6.25	71.95	82.42	42.29	78.27	58.34	45.85	84.8	47.46	32.61	22.23	23.88	24.89	19.9	29.92	16.15	24.9	26.07	16.29	24.04	23.84	28.36	29.64	25.68	29.43
8.75	-5.75	71.31	83.36	65.97	125.36	68.15	42.72	81.98	49.67	28.95	25.94	24.35	26.53	18.48	29.58	15.77	32.06	20.15	17.37	27.25	24.6	23.09	24.07	23.48	31.21
8.75	-5.25	63.53	64.22	68.43	142.72	76.45	38.39	66.68	55.24	23.14	24.93	21.11	29.74	17.5	27.24	14.24	32.26	22.32	20.67	28.05	21.17	25.33	22.22	21.04	32.66
8.75	-4.75	68.03	52.16	53.71	121.81	69.77	47.03	47.97	55.57	24.94	21.48	17.51	30.88	16.04	32.16	13.87	25.99	24.97	23.67	27.81	25.25	33.79	22.62	19.9	34.56
8.75	-4.25	101.21	48.84	47.35	72.07	63.51	40.78	34.09	38.41	26.66	20.84	17.23	28.22	18.05	34.76	15.67	25.69	24.83	26.11	28.55	30.18	40.37	18.43	20.76	33.21
8.75	-3.75	125.24	58.28	42.11	30.62	80.85	45.25	59.68	36.65	29.51	21.43	19.38	28.37	17.39	31.67	16.18	19.86	22.57	28.03	32.95	31.08	41.75	17.04	20.61	28.17
8.75	-3.25	167.36	294.95	34.92	79.9	58.31	65.61	43.03	35.52	25.34	18.01	16.67	33.4	15.82	26.75	20.96	17.19	25.9	25.72	37.85	30.71	40.37	14.82	17.55	23.49
8.75	-2.75	177.23	469.75	38.91	85.97	60.85	72.73	39.25	35.2	23.9	15.01	15.48	34.01	26.09	24.75	21.94	25.72	24	20.56	36.76	29.65	37.59	12.96	15.63	19.47
8.75	-2.25	184.37	614.08	42.97	91.19	63.35	90.68	29.95	29.94	23.25	16.96	14.9	31.75	38.64	25.75	20.86	33.69	26.92	21.16	34.05	28.22	35.8	15.48	20.65	19.78
8.75	-1.75	177.19	646.2	62.37	88.08	65.96	117.06	21.22	35.25	22.76	19.74	15.71	32.32	45.48	26.08	22.84	32.67	31.97	22.27	32.4	27.03	35.59	17.47	24.79	20.8
8.75	-1.25	102.94	323.71	71.56	54.73	77.58	122.94	27.49	41.81	28.03	21.16	16.96	32.29	45.72	26.68	19.8	31.04	31.46	22.35	32.81	26.95	35.81	17.56	25.61	19.33
8.75	-0.75	76.95	121.18	62.36	40.15	53.35	85.99	36.33	32.45	31.39	27.05	16.95	29.72	43.62	26.3	20.83	33.05	33.66	25.66	27.12	27.74	38.25	21.35	24.76	18.6
8.75	-0.25	85.71	87.51	48.4	47.51	55.82	69.06	40.88	31.62	52.74	30	15.84	29.55	36.15	28.87	22.35	26.83	41.57	23.22	23.79	23.66	36.23	22.93	20.1	18.08
8.75	0.25	78.75	92.21	46.28	51.66	62.41	63.27	41.46	33.44	53.91	27.91	16.64	36	26.09	32.89	31.99	26.6	45.71	19.22	22.13	21.98	39.91	22.49	19.79	22.43
8.75	0.75	62.88	90.53	51.85	63.82	70.6	57.45	48.54	40.96	32.46	23.99	17.09	37.42	23.3	35.62	41.33	29.12	45.68	18.14	24.33	25.42	39.41	29.62	19.08	25.2
8.75	1.25	56.04	178.79	32.17	89.6	71.82	40.39	65.44	34.86	39.23	24.06	18.33	38.74	21.06	36.88	37.46	28.67	50.1	19.12	22.85	24.87	42.3	28.55	19.67	24.54
8.75	1.75	54.8	146.48	43.05	69.39	72.11	46.42	65.46	41.91	36.44	27.31	17.23	34.46	25.54	34.59	50.03	28.32	38.3	17.64	30.21	25.49	41.76	27.73	19.05	29.39
8.75	2.25	43.9	145.54	28.84	69.21	59.16	37.61	61.08	30.25	32.2	31.33	17.87	31.34	25.84	34.03	45.03	27.67	37.97	22.17	34.83	27.23	38.6	22.15	19.32	28.32
8.75	2.75	43.92	104.84	33.47	54.44	55.58	33.36	65.44	28.68	35.27	31.14	17.27	30.27	22.82	33.69	31.27	36.24	38.06	29.49	35.74	31.53	28.05	25.27	17.46	30.59
8.75	3.25	55.21	66.95	31.47	31.37	60.86	36.69	65.66	25.59	40.3	26.9	19.28	28.6	25.07	33.52	28.14	40.71	36.05	44.42	34.96	35.76	27.97	26.98	20.95	47
8.75	3.75	37.53	58.53	40.14	29.34	51.19	61.35	45.48	27.82	36.13	23.41	19.27	30.79	25.74	35.07	28.92	40.14	34.27	54.9	34.93	35.46	27.14	26.53	22.01	54.1
8.75	4.25	42.99	44.64	44.57	27.87	58.21	127.61	30.4	32.09	29.92	20.64	17.37	30.95	25.58	35.09	30.86	37.97	30.08	48.66	31.5	28.09	22.94	24.55	22.57	52.41
8.75	4.75	47.22	38.52	68.2	25.97	92.94	125.27	34.06	31.07	33.56	18.1	15.39	30.28	25.14	31.41	31.07	33.51	26.05	34.24	26.51	20.36	25.57	20.61	21.7	44.78
8.75	5.25	49.39	40.71	88.27	28.39	107.61	123.78	40.13	27.95	41.23	19.68	19.17	29.12	22.33	30.74	28.24	59.13	30.55	30	22.56	21.68	39.18	21.05	23.2	43.05
8.75	5.75	44.97	41.11	81.72	32.42	90.56	119.22	36.09	25.38	42.54	20.84	21.17	28.3	23.79	30.47	36.79	74.22	40.34	41.23	26.46	22.81	52.6	23.13	28.58	53.7
8.75	6.25	46.95	40.62	149.56	48.14	48.84	34.28	53.06	42.78	58.96	23.35	19.31	28.94	26.77	37.11	41.66	57.9	47.78	50.9	27.05	23.77	55.41	22.32	28.45	47.29
8.75	6.75	60.32	39.58	89.31	48.33	53.84	50.18	69.56	72.36	62.31	24.42	18.26	27.82	26.4	34.14	41.55	53.91	52.22	53.21	28.73	24.01	53.84	22.34	28.23	50.1
8.75	7.25	51.27	56.08	44.95	32.9	45.74	72.01	53.73	63.74	49.46	25.25	15.23	27.25	30.99	33.69	36.78	46.62	59.23	54.48	31.94	25.02	44.68	24.26	27.24	53.78
8.75	7.75	36.17	83.33	56.76	30.06	52.87	89.92	38.63	41.05	31.63	39.86	13.09	25.72	33.92	33.19	26.85	37.47	65.06	55.08	33.57	25.51	30.9	27.42	25.27	53.96
8.75	8.25	35.61	96.71	67.38	30.43	61.19	95.78	36.9	35.35	27.61	52.54	14.27	26.43	33.94	28.37	20.16	32.18	66.47	54.9	32.63	24.97	25.11	27.68	29.07	52.43
8.75	8.75	34.4	108.24	87.32	34.08	66.22	81.82	25.34	46.6	25.78	54.17	13.66	24.05	33.03	25.51	17.34	32.1	60.74	53.35	30.28	23.72	21.86	25.86	25.77	48.95
8.75	9.25	31.89	107.35	69.13	40.87	65.8	59.82	23.56	49.42	27.52	48.96	13.67	25.23	31.46	24.74	15.75	30.5	54.56	48.56	29	22.1	21.15	26.72	25.42	48.01
8.75	9.75	23.19	82.01	45.07	43.46	54.17	63.95	29.5	41.51	27.12	39.54	15.15	23.98	30.19	21.89	18.54	26.51	45.65	42.89	26.37	21.25	19.58	27.08	22.92	49.69
8.75	10.25	15.95	80.27	33.27	48.78	42.06	49.65	32.23	30.4	21.16	31.08	17.44	23.77	29.17	19.96	27.18	22.89	38.26	36.51	27.54	21.34	18.86	29.01	23.77	47.27
8.75	10.75	20.86	85.98	45.22	44.63	33.78	34.9	30.73	47.33	25.01	26.57	18.43	32.27	25.7	19.65	31.17	25.51	32.6	29.81	26.33	22.69	22.11	31.88	25.75	45.26
9.25	-16.75	65.07	60.65	156.37	101.48	139.71	50.77	120.47	77.86	88.93	56.94	70.82	57.06	34.66	79.14	83.79	70.96	59.11	46.92	58.65	38.83	32.8	45.43	56.44	68.52
9.25	-16.25	92.91	88.34	135.54	80.43	136.57	50.08	125.79	107.02	88.22	59.81	80.4	49.89	36.64	85.07	80.96	64.99	66.09	44.92	58.15	37.16	37.53	50.78	50.58	53.92
9.25	-15.75	126.12	86.78	104.58	79.41	107.2	75.93	117.89	124.77	93.35	64.25	95.8	62.77	38.6	87.9	81.83	56.56	67.98	50.45	62.74	34.53	44.12	56.68	45.46	45.83
9.25	-15.25	170.35	114.81	260	91.12	138.29	100.88	122.32	145.64	154.9	67.58	118.77	104.37	43.42	110.03	112.17	54.71	69.87	48.28	74.14	40.14	46.79	62.69	41.24	41.49
9.25	-14.75	162.09	140.32	375.5	112.52	202.93	145.03	206.81	156.82	224.53	85.65	149.89	168.25	49.91	137.09	180.07	59.44	70.93	67.94	92.1	53.14	45.85	68.48	59.31	54.57
9.25	-14.25	143.41	152.8	371.71	148.16	220.77	152.1	291.5	203.63	268.76	93.94	206.8	222.91	50.85	151.62	225.48	76.09	75.72	87.98	108.72	63.28	52.58	71.45	72.08	65.67
9.25	-13.75	214.78	148.62	305.32	208.27	274.56	202.08	263.87	247.84	254.61	89.56	225.62	227.68	43.39	133	204.94	80.8	96.44	94.19	107	68.09	59.41	66.73	69.04	70.44
9.25	-13.25	260.75	91.14	552.98	302.2	355.66	200.17	226.68	221.69	194.36	78.85	199.44	181.89	35.97	127	153.63	82.52	97.77	84.17	94.6	58.61	55.06	60.93	58.8	65.78
9.25	-12.75	196.57	90.93	630.61	323.95	285.58	215	193.38	168.12	184.88	88.18	164.44	131.48	29.95	176.25	137.84	76.52	73.7	62.76	67.71	60.81	41.63	47.22	46.72	51.26
9.25	-12.25	134.5	120.5	535.32	251.96	196.26	201.09	171.92	132.92	250.37	103.93	121.99	95.73	25.98	199.78	137.82	66.15	45.28	37.12	39.66	60.33	24.7	33.39	33.86	37.29
9.25	-11.75	155.06	143.59	325.38	139.4	137.11	188.48	125.45	140.09	290.54	112.93	86.12	75.36	27.96	185.98	147.79	53.43	34.89	24.11	21.44	53.46	18.6	22.88	27.16	43.99
9.25	-11.25	136.8	117.06	202.45	76.08	117.09	184.53	77.62	131.58	208.73	113.22	83.51	68.45	28.63	159.96	141.86	53.11	33.26	21.69	17.7	46.7	18.17	21.45	29.02	44.25
9.25	-10.75	119.88	75.87	216.43	61.22	88.19	160.51	65.48	109.43	107.34	92.72	73.17	58.16	25.73	118.56	120.5	45.78	29.36	17.85	16.26	36.29	14.91	17.95	25.48	48.66
9.25	-10.25	134.08	97.05	173.55	68.4	86.3	116.37	78.67	82.04	85.69	78.09	51.74	53.85	29.92	83.65	95.59	39.37	25.79	16.39	19.27	30.61	12.82	14.46	24.15	54.31
9.25	-9.75	135.47	151.69	92.79	106.48	88.2	72.18	85.23	54.45	80.67	67.2	41.14	47.07	34.44	57.89	80.36	43.33	22.49	16.24	24.17	26.75	11.33	17.11	29.88	61.68
9.25	-9.25	119	168.27	75.83	130.06	88.78	61.21	82.07	47.9	68.88	56.89	48.22	38.69	34.82	43.78	71.09	49.68	19.36	18.7	25.07	22.4	11.19	19.83	31.97	69.51
9.25	-8.75	77.3	172.88	67.96	129.86	84.97	52.42	68.89	64.8	39.09	43.04	59.79	38.14	30.18	45.59	60.91	54.58	16.7	17.97	20.35	20	11.87	21.5	27.42	74.72
9.25	-8.25	48.68	105.53	101.95	110.39	77.53	53.21	51.84	59.47	22.31	34.65	59.06	45.92	26.77	51.51	50.45	60.54	17.89	17.02	17.31	22.47	12.43	22.04	23.59	66.44
9.25	-7.75	43.08	85.57	104.56	83.12	65.6	56.72	69.51	46.95	22.09	28.53	47.67	44.15	20.45	48.36	36.13	54.25	16.15	19.44	19.51	22.02	17.63	19.91	18	45.73
9.25	-7.25	34.14	108.55	71.06	85.65	50.91	75.97	63.24	33.52	21.72	20.88	34.02	36.39	22.36	38.61	24.23	42.85	18.65	18.9	22.16	18.98	22.89	26.51	18.11	37.89
9.25	-6.75	29.72	148.13	49.65	67.99	42.21	87.34	39.62	36.54	19.52	20.78	24.2	28.37	21.21	30.19	17.75	31.85	19.25	16.29	22.18	14.87	25.13	29.74	20.71	36
9.25	-6.25	37.49	118.99	59.53	92.94	46.38	63.48	47.86	33.66	23.92	23.85	21.98	27.95	19.53	23.37	15.3	26	17.16	15.37	19.83	14.28	22.7	29.94	21.1	30.56
9.25	-5.75	32.28	76.02	95.52	115.97	64.59	49.75	58.41	37.25	33.75	24.95	21.57	31.93	18.38	21.79	15.86	24.93	17.93	16.06	21.24	14.55	22.23	27.22	19.98	31.76
9.25	-5.25	35.16	54.61	100.72	119.22	76.43	61.05	56.15	34.71	31.83	22.54	19.19	36.62	16.65	23.24	15.61	22.51	19.68	18.76	22.06	16.24	26.81	19.94	17.04	34.52
9.25	-4.75	92.03	53.66	77.02	100.37	74.64	58.45	44.55	26.83	21.97	18.94	15.99	37.49	14.23	29.36	14.82	25.39	19.15	21.51	23.85	18.64	34.65	14.46	16.69	36.56
9.25	-4.25	179.14	64.71	39.48	63.99	66.21	43.21	31.2	29.14	31.15	17.68	17.47	32.61	14.67	32.23	15.74	25.48	20.95	23.92	27.18	22.32	41.31	14.64	17.29	35.83
9.25	-3.75	242.6	47.3	25.69	38.93	65.07	36.37	35.77	39.58	27.83	17.65	21.2	24.59	14.61	28.55	16.72	21.5	24.61	25.69	31.69	22.74	44.02	14.59	17.61	30.49
9.25	-3.25	108.57	73.3	31.16	38.92	52.43	45.7	41.96	49.15	27.33	16.75	21.38	28.69	14.96	24.61	17.27	18.8	28.8	25.1	32.69	21.34	44.17	12.69	16.46	24.86
9.25	-2.75	103.93	423.32	34.31	55.16	41.54	60.46	27.87	50.28	21.51	15.93	18.31	27.3	16.59	25.04	17.38	17.45	30	23.35	31.58	19.7	40.31	11.96	15.77	20.52
9.25	-2.25	137.04	588.83	40.49	68.5	51.12	84.35	18.77	40.38	19.42	14.25	14.87	29.65	26.91	25.73	17.18	17.47	27.25	21.58	31.58	20.78	33.67	13.74	20.56	19.87
9.25	-1.75	170.14	433.6	58.36	70.75	70.24	78.62	19.48	39.13	29.34	16.49	16.7	36.76	35.62	29.13	17.65	23.4	37.42	20.04	33.21	21.17	27.89	16.4	25.43	21.16
